STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
6,California,60040,2,1,1UYFS248*6A******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
6,California,60047,2,1,1UYVS253*BU******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2011,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60072,1,1,1PLX0452*7P******,2024-08-20 00:39:10,0,6,TRAILER,18041,PEERLESS CORPORATION,9288,PEERLESS,23523,Peerless,2007,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,,,,,45.000,Rubbish Type,2,,
6,California,60089,2,1,1GRAA062*AW******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Dry Freight/ Reefer/ Insulated Van,2,,
6,California,60099,2,1,1JJV532B*FL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10945,Refrigerated Van,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60179,2,1,1UYVS253*M6******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2021,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60181,2,1,1JJV532D*GL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60186,1,1,1UYVS253*4M******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60194,2,1,57VAA532*N1******,2024-08-20 00:39:10,0,6,TRAILER,7668,"CIMC INTERMODAL EQUIPMENT, LLC",1388,CIMC,4736,CIMC,2022,,,6,UNITED STATES (USA),CALIFORNIA,SOUTH GATE,,,,,61,Trailer,,,,,109,Container Chassis/Container Trailer,3,Gooseneck,53.000,,2,,
6,California,60242,1,1,3H3V532C*MR******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2021,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Trailer Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,Material: ALUMINUM/STEEL,2,,
6,California,60254,2,1,1JJV532W*2L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2002,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60273,1,1,1GRAA062*AW******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Dry Freight/ Reefer/ Insulated Van,2,,
6,California,60323,1,1,1UYVS253*5M******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60323,2,1,5E0AJ144*8G******,2024-08-20 00:39:10,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32571,"C-09, c-10, C-11, CX-09, CX-10, CX-11",2008,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 44-46,2,3,Tandem
6,California,60373,1,1,1GRDM062*YM******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2000,,,6,UNITED STATES (USA),TENNESSEE,MEMPHIS,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,6.000,Straight Deck / Drop Deck / Extendable,2,,
6,California,60391,2,1,3H6KS422*N3******,2024-08-20 00:39:10,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2022,AL PNEUMATIC,,12,MEXICO,CHIHUAHUA,,,,,,61,Trailer,,,,,174,Dry Bulk Trailer,4,Straight Semi/Semi Trailer,42.000,,2,,
6,California,60396,1,1,4HXLS162*CC******,2024-08-20 00:39:10,0,6,TRAILER,6639,"CARSON TRAILER, INC.",6799,CARSON TRAILER,18243,Carson Trailer,2012,,,6,UNITED STATES (USA),CALIFORNIA,GARDENA,,,,,61,Trailer,,,,,16,Utility Trailer,,,16.000,,2,,
6,California,60414,2,1,1JJV532W*4L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2004,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60430,2,1,1UYVS253*L3******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60458,2,1,4YMBD142*NR******,2024-08-20 00:39:10,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2022,,,6,UNITED STATES (USA),OREGON,COBERG,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,1,Ball Type Pull,14.000,,2,,
6,California,60462,2,1,5REFA528*6S******,2024-08-20 00:39:10,0,6,TRAILER,3583,"RELIANCE TRAILER CO., LLC",11546,"RELIANCE, ALLOY, COMET, STURDYWELD",29820,"Reliance, Alloy, Comet, Sturdyweld",2006,,,6,UNITED STATES (USA),WASHINGTON,SPOKANE,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,46,Chassis,,,,Transfer Chassis,2,,
6,California,60471,2,1,5RESB928*3S******,2024-08-20 00:39:10,0,6,TRAILER,3583,"RELIANCE TRAILER CO., LLC",11546,"RELIANCE, ALLOY, COMET, STURDYWELD",29820,"Reliance, Alloy, Comet, Sturdyweld",2003,,,6,UNITED STATES (USA),WASHINGTON,SPOKANE,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,,,,Semi Trailer,2,,
6,California,60508,2,1,1JJV532D*JL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60522,1,1,1JJV532W*XL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60522,2,1,1GR1P062*LJ******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
6,California,60551,2,1,13N15320*L1******,2024-08-20 00:39:10,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2020,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,,2,,
6,California,60552,1,1,5DN15442*JB******,2024-08-20 00:39:10,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2018,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,,,61,Trailer,,,,,83,Pup Trailer,4,Straight Semi/Semi Trailer,44.000,Transfer (Express Belt),2,,
6,California,60585,1,1,1JJV482B*KL******,2024-08-20 00:39:10,1,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10945,Refrigerated Van,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,48.000,,2,,
6,California,60587,1,1,1JJV532D*GL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60643,1,1,1GRAA062*FW******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
6,California,60669,2,1,3H3V482C*ST******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,1995,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
6,California,60680,2,1,4GASB162*51******,2024-08-20 00:39:10,0,6,TRAILER,4026,CALICO TRAILER MFG. CO.,3988,CALICO TRAILER,8650,Calico Trailer MFG. Co.,2005,,,6,UNITED STATES (USA),ARKANSAS,QUITMAN,Calico Trailer Mfg. Co.,,,,61,Trailer,,,,,,,14,Bumper Pull,16.000,Trailer Type - Stock,2,,
6,California,60699,1,1,4P53F412*P1******,2024-08-20 00:39:10,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2023,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,41.000,,2,,
6,California,60732,1,1,1JJV532W*7L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60737,3,1,1P9CP241*CB343***,2024-08-20 00:39:10,0,6,TRAILER,8027,PRATT INDUSTRIES (US) LLC,3015,PRATT INDUSTRIES,7027,Pratt Industries,2012,,,6,UNITED STATES (USA),MICHIGAN,BRIDGMAN,,,,,61,Trailer,,,,,109,Container Chassis/Container Trailer,4,Straight Semi/Semi Trailer,24.000,Body Type = Inter-modal Containers,1,,
6,California,60775,2,1,1UYVS253*9M******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2009,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60791,1,1,4T9T6EZ2*NA359***,2024-08-20 00:39:10,0,6,TRAILER,19667,TOMAHAWK TRAILERS INC,10363,TOMAHAWK,27372,Tomahawk,2022,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,,5009 Breen Dr  77086-4124,61,Trailer,,,,,5,Enclosed Trailer,6,Kingpin,53.000,,2,,
6,California,60795,2,1,16WTE402*9A******,2024-08-20 00:39:10,0,6,TRAILER,2208,CERTIFIED STAINLESS SERVICES INC DBA WESTMARK,1771,WEST-MARK,5206,"Certified Stainless Services, Inc dba West-Mark",2009,,,6,UNITED STATES (USA),CALIFORNIA,ATWATER,,,,,61,Trailer,,,,,15,Tank Trailer,,,40.000,NON-SPEC,2,,
6,California,60801,2,1,1JJV532B*FL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10945,Refrigerated Van,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60838,2,1,1JJV532W*1L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2001,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60883,3,1,5E0AA163*NG******,2024-08-20 00:39:10,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32567,"C-09, C-11, CS-10, CS-12M3, CX-09, CX-5LSCH, CX-AK7, CX-LSFA-TRI",2022,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 48-50,1,5,Single
6,California,60947,2,1,16WTE123*HC******,2024-08-20 00:39:10,1,6,TRAILER,2208,CERTIFIED STAINLESS SERVICES INC DBA WESTMARK,1771,WEST-MARK,5206,"Certified Stainless Services, Inc dba West-Mark",2017,,,6,UNITED STATES (USA),CALIFORNIA,CERES,,,,,61,Trailer,,,,,15,Tank Trailer,,,12.000,NON-SPEC,3,,
6,California,60955,3,1,1UYTS254*1A******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2001,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,54.000,Body Type: Tautliner,2,,
6,California,60973,1,1,1DW1A532*SS******,2024-08-20 00:39:10,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2025,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Van Trailer,2,,
6,California,61034,2,1,1UYVS253*FU******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61037,4,1,3H3V532K*PJ******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2023,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
6,California,61039,2,1,1UYVS253*K6******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61045,1,1,1GRAA802*HB******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,40.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
6,California,61108,2,1,1GRAA561*DB******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
6,California,61108,2,2,3H3V281C*7T******,2024-08-20 00:39:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2007,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
6,California,61149,3,1,1JJV532W*8L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2008,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61174,2,1,1JJF482W*XS******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),TENNESSEE,SCOTT COUNTY,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
6,California,61190,1,1,1W15482A*K6******,2024-08-20 00:39:10,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2019,,,6,UNITED STATES (USA),MISSOURI,MOBERLY,,,,Type of suspension: Air Ride,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
6,California,61212,2,1,1JJV532W*6L******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61212,3,1,1PMS1432*G1******,2024-08-20 00:39:10,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2016,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,43.000,Tank Vessel Code: Non-code,2,,
6,California,61299,2,1,1UYVS253*J6******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61356,2,1,1R9SU442*5S485***,2024-08-20 00:39:10,0,6,TRAILER,4382,"RACKLEY BILT CUSTOM TRAILERS, INC.",8839,"RACKLEY BILT CUSTOM TRAILERS, INC.",22941,"Rackley Bilt Custom Trailers, Inc.",2005,,,6,UNITED STATES (USA),CALIFORNIA,STOCKTON,,,,,61,Trailer,,,,,16,Utility Trailer,4,Straight Semi/Semi Trailer,44.000,,2,,
6,California,61379,3,1,1UYVS253*N3******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61418,2,1,1JJV532D*CL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61487,1,1,1GR1A962*LB******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,6,Kingpin,48.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
6,California,61503,1,1,1GRAA062*7T******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
6,California,61560,3,1,1GRAA062*KB******,2024-08-20 00:39:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1989,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
6,California,61570,2,1,1UYVS253*EU******,2024-08-20 00:39:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61585,2,1,1RNF48A2*7R******,2024-08-20 00:39:10,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2007,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Airride,2,,
6,California,61615,1,1,1TTE482S*C3******,2024-08-20 00:39:10,1,6,TRAILER,8231,TRANSCRAFT CORPORATION,12050,TRANSCRAFT/WABASH,27662,Steel Flatbed,2012,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,61,Drop Deck Trailer,6,Kingpin,48.000,,2,,
6,California,61636,2,2,1PTW31TM*29******,2024-08-20 00:39:10,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2002,Western Series Platforms,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,,,61,Trailer,,,,,,,,,,Straight Frame,,3,Tandem
6,California,61644,2,1,5HTSA442*P7******,2024-08-20 00:39:10,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2023,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,44.000,AL 306/406,2,,
6,California,61647,2,1,1BN1T242*3P******,2024-08-20 00:39:10,0,6,TRAILER,4571,"BEALL MANUFACTURING, INC.",4862,BEALL TRAILERS,11201,Beall Trailers,2003,,,6,UNITED STATES (USA),OREGON,PORTLAND,,,,,61,Trailer,,,,,15,Tank Trailer,14,Bumper Pull,24.000,,2,,
6,California,61680,2,1,5MATA191*NP******,2024-08-20 00:39:10,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2022,,,6,UNITED STATES (USA),OREGON,PORTLAND,"Portland, Oregon 43",,,,61,Trailer,,,,,15,Tank Trailer,6,Kingpin,19.000,PNEUMATIC DRY BULK TRAILER,1,,
6,California,61692,1,1,16VDX102*K4******,2024-08-20 00:39:10,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2019,,,6,UNITED STATES (USA),IDAHO,CALDWELL,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,,,10.000,Dump Trailer,2,,
6,California,61796,1,1,LJRC5426*C1******,2024-08-20 00:39:10,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2012,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,54.000,,2,,
6,California,61821,2,1,1JJV532W*WL******,2024-08-20 00:39:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,1998,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61859,2,1,573FS362*K9******,2024-08-20 00:39:10,0,6,TRAILER,12235,"GRAND DESIGN RV, LLC",1336,GRAND DESIGN RECREATIONAL,18129,Solitude,2019,Wide body,,6,UNITED STATES (USA),INDIANA,MIDDLEBURY,Plant 9,,,,61,Trailer,,,,,26,Fifth Wheel,,,36.000,Wide Body,2,,
